ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.10911054913294797,0.4921950710108605,0.47561582182817347,0.9749730698479184,0.12811054913294798,0.14144686806004003,-0.15678372199442456,-1.529976659670189,0.12861550513199196,1
0.10428638497652583,0.49740542428122453,0.4695016278487353,0.9599596201672331,0.12328638497652583,0.23587160689343506,-0.19544416583143845,-1.523511601180348,-0.16906661715524882,1
0.10088354385021947,0.5058170991693008,0.46794089539072264,0.9804109948814947,0.11988354385021947,0.20888729605420714,-0.4074363785286321,-1.5291830246009515,0.027290621340181592,1
0.11023876592890677,0.48576016343649003,0.4399325731827651,0.9632847124710635,0.12923876592890676,0.3390785740851028,-0.18347462828586156,-1.4550683865834604,-0.05851611411404864,1
0.10392207792207793,0.4889432176656151,0.49339959133926015,0.9698487408894285,0.12292207792207793,0.10890767854123432,-0.1595046553621119,-1.57207661123437,-0.12088815103753589,1
0.10033574879227053,0.5807043123100304,0.4905033552119583,0.9781101564828611,0.11933574879227053,0.08956521212852081,-0.9855121848524888,-1.4237669013356817,0.3510380294500941,0
0.13138548752834467,0.6165822376381382,0.47685950413223144,0.9852031727410211,0.15038548752834466,0.1333857041846773,-0.9711926588662749,-1.4213813382519689,0.21799287205078802,0
0.08777944862155389,0.6129190304280557,0.49828044841345237,0.9645611941917236,0.10677944862155389,0.042319569881750514,-0.8800402697295491,-1.41084879600761,0.09698753086772818,0
0.10900119420809076,0.6086995036753157,0.44967845823361396,0.9700355779907717,0.12800119420809075,0.18635130647548748,-0.7962854351488826,-1.4263186685445037,-0.05254555379830014,0
0.10795587135377711,0.5581062147728814,0.45043263891431434,0.971516274458601,0.12695587135377712,0.1986876584218194,-0.8921423899486375,-1.4938610729063007,-0.07312773465356878,0
